count,ISB_Service,bus_stop_board,time_start,day_of_the_week,is_weekend,is_peak,hour,minute
1,D1,UTown,2024-09-03 14:17:00,Wednesday,0,0,14,17
1,A1,LT27,2024-09-03 14:17:00,Wednesday,0,0,14,17
1,A1,BIZ2,2024-09-03 14:17:00,Wednesday,0,0,14,17
1,A1,KR MRT,2024-09-03 14:17:00,Wednesday,0,0,14,17
1,D2,KR MRT,2024-09-03 14:17:00,Wednesday,0,0,14,17
1,D2,COM3,2024-09-03 14:18:00,Wednesday,0,0,14,18
1,A2,S17,2024-09-03 14:18:00,Wednesday,0,0,14,18
1,A1,PGP Terminal,2024-09-03 14:18:00,Wednesday,0,0,14,18
1,BTC (Bukit Timah Campus),UTown,2024-09-03 14:19:00,Wednesday,0,0,14,19
1,D1,COM3,2024-09-03 14:19:00,Wednesday,0,0,14,19
1,A1,BIZ2,2024-09-03 14:20:00,Wednesday,0,0,14,20
1,A2,Museum,2024-09-03 14:20:00,Wednesday,0,0,14,20
1,A1,KR MRT,2024-09-03 14:20:00,Wednesday,0,0,14,20
1,A1,KR Bus Terminal,2024-09-03 14:21:00,Wednesday,0,0,14,21
1,D2,Opp KR MRT,2024-09-03 14:21:00,Wednesday,0,0,14,21
2,A1,KR MRT,2024-09-03 14:21:00,Wednesday,0,0,14,21
1,A2,PGP Foyer,2024-09-03 14:21:00,Wednesday,0,0,14,21
1,A1,CLB,2024-09-03 14:21:00,Wednesday,0,0,14,21
2,D2,KR MRT,2024-09-03 14:21:00,Wednesday,0,0,14,21
1,K,KR MRT,2024-09-03 14:21:00,Wednesday,0,0,14,21
1,D1,COM3,2024-09-03 14:21:00,Wednesday,0,0,14,21
1,A1,PGP Terminal,2024-09-03 14:22:00,Wednesday,0,0,14,22
1,D2,PGP Terminal,2024-09-03 14:22:00,Wednesday,0,0,14,22
1,K,KR MRT,2024-09-03 14:22:00,Wednesday,0,0,14,22
1,A2,Opp NUSS,2024-09-03 14:22:00,Wednesday,0,0,14,22
1,D2,Opp KR MRT,2024-09-03 14:22:00,Wednesday,0,0,14,22
1,D1,Opp YIH,2024-09-03 14:22:00,Wednesday,0,0,14,22
1,D2,KR MRT,2024-09-03 14:22:00,Wednesday,0,0,14,22
2,D2,KR MRT,2024-09-03 14:23:00,Wednesday,0,0,14,23
1,D2,Opp KR MRT,2024-09-03 14:23:00,Wednesday,0,0,14,23
1,D2,COM3,2024-09-03 14:23:00,Wednesday,0,0,14,23
2,A2,IT,2024-09-03 14:23:00,Wednesday,0,0,14,23
1,A2,Opp YIH,2024-09-03 14:23:00,Wednesday,0,0,14,23
1,A1,KR MRT,2024-09-03 14:23:00,Wednesday,0,0,14,23
1,D2,KR MRT,2024-09-03 14:24:00,Wednesday,0,0,14,24
2,D2,COM3,2024-09-03 14:24:00,Wednesday,0,0,14,24
1,A2,Opp KR MRT,2024-09-03 14:24:00,Wednesday,0,0,14,24
1,A1,KR MRT,2024-09-03 14:24:00,Wednesday,0,0,14,24
1,A1,LT27,2024-09-03 14:24:00,Wednesday,0,0,14,24
1,A1,KR MRT,2024-09-03 14:26:00,Wednesday,0,0,14,26
1,D2,KR MRT,2024-09-03 14:26:00,Wednesday,0,0,14,26
2,D2,COM3,2024-09-03 14:26:00,Wednesday,0,0,14,26
1,A1,PGP Terminal,2024-09-03 14:26:00,Wednesday,0,0,14,26
1,A2,Opp KR MRT,2024-09-03 14:26:00,Wednesday,0,0,14,26
1,A1,BIZ2,2024-09-03 14:27:00,Wednesday,0,0,14,27
1,K,KR MRT,2024-09-03 14:27:00,Wednesday,0,0,14,27
1,A2,S17,2024-09-03 14:27:00,Wednesday,0,0,14,27
1,D2,KR MRT,2024-09-03 14:27:00,Wednesday,0,0,14,27
1,A2,KR Bus Terminal,2024-09-03 14:27:00,Wednesday,0,0,14,27
1,D2,COM3,2024-09-03 14:27:00,Wednesday,0,0,14,27
1,D2,University Hall,2024-09-03 14:28:00,Wednesday,0,0,14,28
1,D2,KR MRT,2024-09-03 14:28:00,Wednesday,0,0,14,28
1,A1,LT27,2024-09-03 14:28:00,Wednesday,0,0,14,28
1,A2,S17,2024-09-03 14:29:00,Wednesday,0,0,14,29
2,D2,Opp KR MRT,2024-09-03 14:30:00,Wednesday,0,1,14,30
1,A2,S17,2024-09-03 14:30:00,Wednesday,0,1,14,30
1,A1,BIZ2,2024-09-03 14:30:00,Wednesday,0,1,14,30
2,A1,LT27,2024-09-03 14:30:00,Wednesday,0,1,14,30
1,A2,IT,2024-09-03 14:30:00,Wednesday,0,1,14,30
1,A1,CLB,2024-09-03 14:31:00,Wednesday,0,1,14,31
1,A2,Museum,2024-09-03 14:31:00,Wednesday,0,1,14,31
1,D2,Museum,2024-09-03 14:31:00,Wednesday,0,1,14,31
1,A1,PGP Terminal,2024-09-03 14:31:00,Wednesday,0,1,14,31
1,D1,UTown,2024-09-03 14:31:00,Wednesday,0,1,14,31
1,D2,S17,2024-09-03 14:32:00,Wednesday,0,1,14,32
1,BTC (Bukit Timah Campus),UTown,2024-09-03 14:32:00,Wednesday,0,1,14,32
1,A2,Ventus,2024-09-03 14:32:00,Wednesday,0,1,14,32
1,A2,Opp KR MRT,2024-09-03 14:32:00,Wednesday,0,1,14,32
1,D2,University Hall,2024-09-03 14:33:00,Wednesday,0,1,14,33
1,D2,LT27,2024-09-03 14:33:00,Wednesday,0,1,14,33
1,A1,BIZ2,2024-09-03 14:34:00,Wednesday,0,1,14,34
1,A2,IT,2024-09-03 14:34:00,Wednesday,0,1,14,34
1,D1,COM3,2024-09-03 14:34:00,Wednesday,0,1,14,34
1,A1,KR MRT,2024-09-03 14:34:00,Wednesday,0,1,14,34
1,D2,LT27,2024-09-03 14:35:00,Wednesday,0,1,14,35
1,D2,COM3,2024-09-03 14:35:00,Wednesday,0,1,14,35
1,D2,UTown,2024-09-03 14:35:00,Wednesday,0,1,14,35
1,A1,KR MRT,2024-09-03 14:35:00,Wednesday,0,1,14,35
1,D2,LT27,2024-09-03 14:36:00,Wednesday,0,1,14,36
1,A1,University Hall,2024-09-03 14:37:00,Wednesday,0,1,14,37
1,K,KR MRT,2024-09-03 14:37:00,Wednesday,0,1,14,37
1,D2,KR MRT,2024-09-03 14:37:00,Wednesday,0,1,14,37
1,D1,UTown,2024-09-03 14:38:00,Wednesday,0,1,14,38
1,A2,Opp KR MRT,2024-09-03 14:38:00,Wednesday,0,1,14,38
1,D2,KR MRT,2024-09-03 14:38:00,Wednesday,0,1,14,38
1,D2,UTown,2024-09-03 14:38:00,Wednesday,0,1,14,38
1,D2,LT27,2024-09-03 14:38:00,Wednesday,0,1,14,38
1,D2,Opp KR MRT,2024-09-03 14:39:00,Wednesday,0,1,14,39
1,A2,PGP Foyer,2024-09-03 14:39:00,Wednesday,0,1,14,39
1,D2,UTown,2024-09-03 14:39:00,Wednesday,0,1,14,39
1,A2,IT,2024-09-03 14:39:00,Wednesday,0,1,14,39
1,D2,KR MRT,2024-09-03 14:40:00,Wednesday,0,1,14,40
1,A1,LT27,2024-09-03 14:40:00,Wednesday,0,1,14,40
1,D2,PGP Foyer,2024-09-03 14:40:00,Wednesday,0,1,14,40
1,A1,KR MRT,2024-09-03 14:41:00,Wednesday,0,1,14,41
2,D2,Opp KR MRT,2024-09-03 14:41:00,Wednesday,0,1,14,41
2,D2,KR MRT,2024-09-03 14:41:00,Wednesday,0,1,14,41
1,D1,IT,2024-09-03 14:41:00,Wednesday,0,1,14,41
4,A1,KR Bus Terminal,2024-09-03 14:42:00,Wednesday,0,1,14,42
1,BTC (Bukit Timah Campus),LT27,2024-09-03 14:42:00,Wednesday,0,1,14,42
1,D2,Opp KR MRT,2024-09-03 14:42:00,Wednesday,0,1,14,42
2,A1,PGP Terminal,2024-09-03 14:42:00,Wednesday,0,1,14,42
13,D2,KR MRT,2024-09-03 14:42:00,Wednesday,0,1,14,42
1,A1,LT27,2024-09-03 14:42:00,Wednesday,0,1,14,42
1,A2,S17,2024-09-03 14:42:00,Wednesday,0,1,14,42
1,A2,Opp KR MRT,2024-09-03 14:42:00,Wednesday,0,1,14,42
1,D1,COM3,2024-09-03 14:42:00,Wednesday,0,1,14,42
1,K,KR MRT,2024-09-03 14:42:00,Wednesday,0,1,14,42
1,A1,KR MRT,2024-09-03 14:42:00,Wednesday,0,1,14,42
2,A1,BIZ2,2024-09-03 14:42:00,Wednesday,0,1,14,42
3,BTC (Bukit Timah Campus),KR MRT,2024-09-03 14:42:00,Wednesday,0,1,14,42
1,D1,UTown,2024-09-03 14:42:00,Wednesday,0,1,14,42
4,D2,PGP Terminal,2024-09-03 14:42:00,Wednesday,0,1,14,42
1,BTC (Bukit Timah Campus),KR MRT,2024-09-03 14:43:00,Wednesday,0,1,14,43
1,A1,KR MRT,2024-09-03 14:43:00,Wednesday,0,1,14,43
1,A2,Opp HSSML,2024-09-03 14:43:00,Wednesday,0,1,14,43
1,D2,University Hall,2024-09-03 14:43:00,Wednesday,0,1,14,43
2,A1,KR Bus Terminal,2024-09-03 14:43:00,Wednesday,0,1,14,43
1,A2,IT,2024-09-03 14:44:00,Wednesday,0,1,14,44
1,D2,COM3,2024-09-03 14:44:00,Wednesday,0,1,14,44
1,D2,PGP Terminal,2024-09-03 14:44:00,Wednesday,0,1,14,44
1,A1,PGP Terminal,2024-09-03 14:44:00,Wednesday,0,1,14,44
1,A1,BIZ2,2024-09-03 14:44:00,Wednesday,0,1,14,44
1,D2,COM3,2024-09-03 14:45:00,Wednesday,0,1,14,45
2,A1,BIZ2,2024-09-03 14:45:00,Wednesday,0,1,14,45
1,D2,KR MRT,2024-09-03 14:45:00,Wednesday,0,1,14,45
1,K,Museum,2024-09-03 14:46:00,Wednesday,0,1,14,46
4,A2,KR Bus Terminal,2024-09-03 14:46:00,Wednesday,0,1,14,46
2,A2,Opp YIH,2024-09-03 14:46:00,Wednesday,0,1,14,46
2,D1,BIZ2,2024-09-03 14:46:00,Wednesday,0,1,14,46
4,A2,Museum,2024-09-03 14:46:00,Wednesday,0,1,14,46
14,A1,BIZ2,2024-09-03 14:46:00,Wednesday,0,1,14,46
3,D1,COM3,2024-09-03 14:46:00,Wednesday,0,1,14,46
1,K,CLB,2024-09-03 14:46:00,Wednesday,0,1,14,46
8,A2,Opp KR MRT,2024-09-03 14:46:00,Wednesday,0,1,14,46
5,K,KR MRT,2024-09-03 14:46:00,Wednesday,0,1,14,46
3,BTC (Bukit Timah Campus),UTown,2024-09-03 14:46:00,Wednesday,0,1,14,46
2,D2,Museum,2024-09-03 14:46:00,Wednesday,0,1,14,46
3,A2,PGP Foyer,2024-09-03 14:46:00,Wednesday,0,1,14,46
6,D1,UTown,2024-09-03 14:46:00,Wednesday,0,1,14,46
4,D2,S17,2024-09-03 14:46:00,Wednesday,0,1,14,46
4,A2,IT,2024-09-03 14:46:00,Wednesday,0,1,14,46
1,A2,S17,2024-09-03 14:46:00,Wednesday,0,1,14,46
11,D2,PGP Terminal,2024-09-03 14:46:00,Wednesday,0,1,14,46
1,D1,YIH,2024-09-03 14:46:00,Wednesday,0,1,14,46
11,D2,UTown,2024-09-03 14:46:00,Wednesday,0,1,14,46
3,A1,University Hall,2024-09-03 14:46:00,Wednesday,0,1,14,46
1,D2,UHC,2024-09-03 14:46:00,Wednesday,0,1,14,46
11,D2,Opp KR MRT,2024-09-03 14:46:00,Wednesday,0,1,14,46
3,D2,University Hall,2024-09-03 14:46:00,Wednesday,0,1,14,46
4,A1,KR Bus Terminal,2024-09-03 14:46:00,Wednesday,0,1,14,46
3,D1,Museum,2024-09-03 14:46:00,Wednesday,0,1,14,46
2,D1,IT,2024-09-03 14:46:00,Wednesday,0,1,14,46
1,A1,YIH,2024-09-03 14:46:00,Wednesday,0,1,14,46
1,D2,PGP Foyer,2024-09-03 14:46:00,Wednesday,0,1,14,46
28,A1,KR MRT,2024-09-03 14:46:00,Wednesday,0,1,14,46
68,D2,KR MRT,2024-09-03 14:46:00,Wednesday,0,1,14,46
7,A1,LT27,2024-09-03 14:46:00,Wednesday,0,1,14,46
2,BTC (Bukit Timah Campus),LT27,2024-09-03 14:46:00,Wednesday,0,1,14,46
11,D2,COM3,2024-09-03 14:46:00,Wednesday,0,1,14,46
2,A1,LT13,2024-09-03 14:46:00,Wednesday,0,1,14,46
7,D2,LT27,2024-09-03 14:46:00,Wednesday,0,1,14,46
5,A1,PGP Terminal,2024-09-03 14:46:00,Wednesday,0,1,14,46
3,D1,Opp YIH,2024-09-03 14:46:00,Wednesday,0,1,14,46
6,BTC (Bukit Timah Campus),KR MRT,2024-09-03 14:46:00,Wednesday,0,1,14,46
1,A1,PGP Terminal,2024-09-03 14:47:00,Wednesday,0,1,14,47
2,D2,KR MRT,2024-09-03 14:47:00,Wednesday,0,1,14,47
1,D2,PGP Foyer,2024-09-03 14:47:00,Wednesday,0,1,14,47
2,A1,LT27,2024-09-03 14:47:00,Wednesday,0,1,14,47
1,D2,KR MRT,2024-09-03 14:48:00,Wednesday,0,1,14,48
1,A1,KR MRT,2024-09-03 14:48:00,Wednesday,0,1,14,48
1,D2,COM3,2024-09-03 14:48:00,Wednesday,0,1,14,48
1,K,PGP Terminal,2024-09-03 14:48:00,Wednesday,0,1,14,48
1,D1,CLB,2024-09-03 14:48:00,Wednesday,0,1,14,48
1,D1,Museum,2024-09-03 14:48:00,Wednesday,0,1,14,48
1,BTC (Bukit Timah Campus),KR MRT,2024-09-03 14:48:00,Wednesday,0,1,14,48
4,D2,KR MRT,2024-09-03 14:49:00,Wednesday,0,1,14,49
1,A1,KR MRT,2024-09-03 14:49:00,Wednesday,0,1,14,49
1,K,KR MRT,2024-09-03 14:49:00,Wednesday,0,1,14,49
1,A1,BIZ2,2024-09-03 14:50:00,Wednesday,0,1,14,50
1,A1,KR Bus Terminal,2024-09-03 14:50:00,Wednesday,0,1,14,50
1,D1,Opp HSSML,2024-09-03 14:50:00,Wednesday,0,1,14,50
1,D2,KR MRT,2024-09-03 14:50:00,Wednesday,0,1,14,50
1,A2,IT,2024-09-03 14:50:00,Wednesday,0,1,14,50
2,D2,UTown,2024-09-03 14:50:00,Wednesday,0,1,14,50
1,D2,KR MRT,2024-09-03 14:51:00,Wednesday,0,1,14,51
1,A1,KR MRT,2024-09-03 14:51:00,Wednesday,0,1,14,51
1,D2,COM3,2024-09-03 14:51:00,Wednesday,0,1,14,51
1,A1,LT27,2024-09-03 14:51:00,Wednesday,0,1,14,51
1,A1,KR Bus Terminal,2024-09-03 14:51:00,Wednesday,0,1,14,51
1,A1,LT27,2024-09-03 14:52:00,Wednesday,0,1,14,52
2,D2,KR MRT,2024-09-03 14:52:00,Wednesday,0,1,14,52
1,A2,IT,2024-09-03 14:52:00,Wednesday,0,1,14,52
1,BTC (Bukit Timah Campus),LT27,2024-09-03 14:53:00,Wednesday,0,1,14,53
1,A2,Opp KR MRT,2024-09-03 14:53:00,Wednesday,0,1,14,53
1,D2,PGP Terminal,2024-09-03 14:53:00,Wednesday,0,1,14,53
1,A1,LT13,2024-09-03 14:53:00,Wednesday,0,1,14,53
1,D2,KR MRT,2024-09-03 14:54:00,Wednesday,0,1,14,54
1,A2,Museum,2024-09-03 14:54:00,Wednesday,0,1,14,54
1,A1,KR MRT,2024-09-03 14:54:00,Wednesday,0,1,14,54
1,D1,UTown,2024-09-03 14:54:00,Wednesday,0,1,14,54
1,D2,PGP Terminal,2024-09-03 14:55:00,Wednesday,0,1,14,55
1,K,LT27,2024-09-03 14:55:00,Wednesday,0,1,14,55
1,D1,IT,2024-09-03 14:55:00,Wednesday,0,1,14,55
1,D2,University Hall,2024-09-03 14:55:00,Wednesday,0,1,14,55
1,D2,Opp KR MRT,2024-09-03 14:55:00,Wednesday,0,1,14,55
1,A1,KR MRT,2024-09-03 14:56:00,Wednesday,0,1,14,56
1,D2,KR MRT,2024-09-03 14:56:00,Wednesday,0,1,14,56
2,D1,UTown,2024-09-03 14:56:00,Wednesday,0,1,14,56
1,D2,KR MRT,2024-09-03 14:57:00,Wednesday,0,1,14,57
1,A1,KR MRT,2024-09-03 14:57:00,Wednesday,0,1,14,57
1,D2,UTown,2024-09-03 14:57:00,Wednesday,0,1,14,57
1,D2,LT27,2024-09-03 14:57:00,Wednesday,0,1,14,57
1,D1,COM3,2024-09-03 14:58:00,Wednesday,0,1,14,58
1,D1,Opp HSSML,2024-09-03 14:58:00,Wednesday,0,1,14,58
1,D2,KR MRT,2024-09-03 14:58:00,Wednesday,0,1,14,58
1,A1,KR Bus Terminal,2024-09-03 14:59:00,Wednesday,0,1,14,59
1,D2,KR MRT,2024-09-03 14:59:00,Wednesday,0,1,14,59
1,A1,BIZ2,2024-09-03 14:59:00,Wednesday,0,1,14,59
1,D2,LT27,2024-09-03 14:59:00,Wednesday,0,1,14,59
1,D1,UTown,2024-09-03 15:00:00,Wednesday,0,0,15,0
1,A1,BIZ2,2024-09-03 15:00:00,Wednesday,0,0,15,0
1,D2,KR MRT,2024-09-03 15:00:00,Wednesday,0,0,15,0
1,A2,Museum,2024-09-03 15:01:00,Wednesday,0,0,15,1
2,D2,UTown,2024-09-03 15:01:00,Wednesday,0,0,15,1
1,A1,KR MRT,2024-09-03 15:01:00,Wednesday,0,0,15,1
1,A2,UHC,2024-09-03 15:02:00,Wednesday,0,0,15,2
2,A1,KR MRT,2024-09-03 15:02:00,Wednesday,0,0,15,2
1,D2,LT27,2024-09-03 15:02:00,Wednesday,0,0,15,2
1,D1,IT,2024-09-03 15:03:00,Wednesday,0,0,15,3
1,A2,IT,2024-09-03 15:03:00,Wednesday,0,0,15,3
1,A1,KR Bus Terminal,2024-09-03 15:03:00,Wednesday,0,0,15,3
1,D2,KR MRT,2024-09-03 15:03:00,Wednesday,0,0,15,3
1,A1,KR MRT,2024-09-03 15:04:00,Wednesday,0,0,15,4
2,D2,Museum,2024-09-03 15:04:00,Wednesday,0,0,15,4
1,A2,IT,2024-09-03 15:04:00,Wednesday,0,0,15,4
4,D2,KR MRT,2024-09-03 15:04:00,Wednesday,0,0,15,4
1,K,KR MRT,2024-09-03 15:04:00,Wednesday,0,0,15,4
1,D2,COM3,2024-09-03 15:04:00,Wednesday,0,0,15,4
1,A2,S17,2024-09-03 15:05:00,Wednesday,0,0,15,5
1,D1,IT,2024-09-03 15:05:00,Wednesday,0,0,15,5
2,D2,PGP Terminal,2024-09-03 15:05:00,Wednesday,0,0,15,5
1,A1,BIZ2,2024-09-03 15:05:00,Wednesday,0,0,15,5
2,A2,Opp YIH,2024-09-03 15:06:00,Wednesday,0,0,15,6
1,D1,UTown,2024-09-03 15:06:00,Wednesday,0,0,15,6
1,A1,KR MRT,2024-09-03 15:06:00,Wednesday,0,0,15,6
2,D1,IT,2024-09-03 15:06:00,Wednesday,0,0,15,6
1,BTC (Bukit Timah Campus),KR MRT,2024-09-03 15:06:00,Wednesday,0,0,15,6
1,D2,COM3,2024-09-03 15:06:00,Wednesday,0,0,15,6
1,D2,KR MRT,2024-09-03 15:06:00,Wednesday,0,0,15,6
1,A1,LT27,2024-09-03 15:06:00,Wednesday,0,0,15,6
1,A1,BIZ2,2024-09-03 15:06:00,Wednesday,0,0,15,6
1,D2,COM3,2024-09-03 15:07:00,Wednesday,0,0,15,7
2,D2,KR MRT,2024-09-03 15:07:00,Wednesday,0,0,15,7
1,K,KR MRT,2024-09-03 15:07:00,Wednesday,0,0,15,7
1,D2,PGP Foyer,2024-09-03 15:07:00,Wednesday,0,0,15,7
1,A2,KR Bus Terminal,2024-09-03 15:07:00,Wednesday,0,0,15,7
1,D2,Museum,2024-09-03 15:07:00,Wednesday,0,0,15,7
1,D1,LT13,2024-09-03 15:07:00,Wednesday,0,0,15,7
1,A1,LT27,2024-09-03 15:07:00,Wednesday,0,0,15,7
1,D2,LT27,2024-09-03 15:08:00,Wednesday,0,0,15,8
1,D1,IT,2024-09-03 15:08:00,Wednesday,0,0,15,8
1,D2,PGP Terminal,2024-09-03 15:08:00,Wednesday,0,0,15,8
1,A1,KR Bus Terminal,2024-09-03 15:08:00,Wednesday,0,0,15,8
1,D2,KR MRT,2024-09-03 15:08:00,Wednesday,0,0,15,8
1,A1,University Hall,2024-09-03 15:09:00,Wednesday,0,0,15,9
1,A1,KR MRT,2024-09-03 15:09:00,Wednesday,0,0,15,9
1,K,KR MRT,2024-09-03 15:09:00,Wednesday,0,0,15,9
1,D2,UTown,2024-09-03 15:09:00,Wednesday,0,0,15,9
3,D2,KR MRT,2024-09-03 15:09:00,Wednesday,0,0,15,9
1,D2,PGP Terminal,2024-09-03 15:09:00,Wednesday,0,0,15,9
1,D2,Museum,2024-09-03 15:09:00,Wednesday,0,0,15,9
1,A2,Opp KR MRT,2024-09-03 15:10:00,Wednesday,0,0,15,10
1,D2,LT27,2024-09-03 15:10:00,Wednesday,0,0,15,10
1,A1,KR MRT,2024-09-03 15:10:00,Wednesday,0,0,15,10
3,D2,KR MRT,2024-09-03 15:10:00,Wednesday,0,0,15,10
1,A2,Opp KR MRT,2024-09-03 15:11:00,Wednesday,0,0,15,11
1,D2,KR MRT,2024-09-03 15:11:00,Wednesday,0,0,15,11
1,A1,KR MRT,2024-09-03 15:11:00,Wednesday,0,0,15,11
1,A2,Opp KR MRT,2024-09-03 15:12:00,Wednesday,0,0,15,12
1,D2,COM3,2024-09-03 15:12:00,Wednesday,0,0,15,12
2,D2,KR MRT,2024-09-03 15:12:00,Wednesday,0,0,15,12
1,D2,Opp KR MRT,2024-09-03 15:12:00,Wednesday,0,0,15,12
1,A2,Opp KR MRT,2024-09-03 15:13:00,Wednesday,0,0,15,13
1,D1,UTown,2024-09-03 15:13:00,Wednesday,0,0,15,13
1,D1,IT,2024-09-03 15:13:00,Wednesday,0,0,15,13
1,D1,CLB,2024-09-03 15:13:00,Wednesday,0,0,15,13
1,D1,UTown,2024-09-03 15:14:00,Wednesday,0,0,15,14
1,D2,PGP Terminal,2024-09-03 15:14:00,Wednesday,0,0,15,14
2,A1,BIZ2,2024-09-03 15:14:00,Wednesday,0,0,15,14
1,A1,LT27,2024-09-03 15:14:00,Wednesday,0,0,15,14
1,A1,LT13,2024-09-03 15:14:00,Wednesday,0,0,15,14
1,D2,COM3,2024-09-03 15:14:00,Wednesday,0,0,15,14
1,D1,IT,2024-09-03 15:15:00,Wednesday,0,0,15,15
1,A1,BIZ2,2024-09-03 15:15:00,Wednesday,0,0,15,15
1,A2,Opp YIH,2024-09-03 15:15:00,Wednesday,0,0,15,15
1,D2,COM3,2024-09-03 15:15:00,Wednesday,0,0,15,15
1,A1,LT27,2024-09-03 15:15:00,Wednesday,0,0,15,15
1,D1,Opp HSSML,2024-09-03 15:16:00,Wednesday,0,0,15,16
1,A2,IT,2024-09-03 15:16:00,Wednesday,0,0,15,16
1,BTC (Bukit Timah Campus),LT27,2024-09-03 15:17:00,Wednesday,0,0,15,17
1,A2,Opp KR MRT,2024-09-03 15:17:00,Wednesday,0,0,15,17
1,A1,LT13,2024-09-03 15:18:00,Wednesday,0,0,15,18
1,D2,KR MRT,2024-09-03 15:18:00,Wednesday,0,0,15,18
1,D2,Museum,2024-09-03 15:19:00,Wednesday,0,0,15,19
2,A1,KR MRT,2024-09-03 15:19:00,Wednesday,0,0,15,19
1,D2,KR MRT,2024-09-03 15:19:00,Wednesday,0,0,15,19
1,A1,BIZ2,2024-09-03 15:19:00,Wednesday,0,0,15,19
1,D1,Museum,2024-09-03 15:19:00,Wednesday,0,0,15,19
1,A1,KR MRT,2024-09-03 15:20:00,Wednesday,0,0,15,20
1,BTC (Bukit Timah Campus),LT27,2024-09-03 15:20:00,Wednesday,0,0,15,20
1,K,KR MRT,2024-09-03 15:21:00,Wednesday,0,0,15,21
1,D1,Museum,2024-09-03 15:21:00,Wednesday,0,0,15,21
1,A1,LT27,2024-09-03 15:21:00,Wednesday,0,0,15,21
1,A1,LT13,2024-09-03 15:21:00,Wednesday,0,0,15,21
1,D2,KR MRT,2024-09-03 15:21:00,Wednesday,0,0,15,21
1,D2,LT27,2024-09-03 15:22:00,Wednesday,0,0,15,22
1,D1,IT,2024-09-03 15:22:00,Wednesday,0,0,15,22
1,D2,UTown,2024-09-03 15:23:00,Wednesday,0,0,15,23
2,D2,PGP Terminal,2024-09-03 15:24:00,Wednesday,0,0,15,24
1,A2,PGP Foyer,2024-09-03 15:24:00,Wednesday,0,0,15,24
2,A1,KR MRT,2024-09-03 15:24:00,Wednesday,0,0,15,24
1,D2,KR MRT,2024-09-03 15:24:00,Wednesday,0,0,15,24
1,A1,KR Bus Terminal,2024-09-03 15:24:00,Wednesday,0,0,15,24
1,A1,KR MRT,2024-09-03 15:25:00,Wednesday,0,0,15,25
1,A1,BIZ2,2024-09-03 15:25:00,Wednesday,0,0,15,25
1,D2,COM3,2024-09-03 15:25:00,Wednesday,0,0,15,25
1,D2,UTown,2024-09-03 15:25:00,Wednesday,0,0,15,25
1,BTC (Bukit Timah Campus),KR MRT,2024-09-03 15:26:00,Wednesday,0,0,15,26
1,D2,COM3,2024-09-03 15:26:00,Wednesday,0,0,15,26
1,D1,COM3,2024-09-03 15:26:00,Wednesday,0,0,15,26
1,A2,Opp KR MRT,2024-09-03 15:26:00,Wednesday,0,0,15,26
1,K,PGP Terminal,2024-09-03 15:27:00,Wednesday,0,0,15,27
1,D2,University Hall,2024-09-03 15:27:00,Wednesday,0,0,15,27
3,D2,KR MRT,2024-09-03 15:27:00,Wednesday,0,0,15,27
1,A1,KR MRT,2024-09-03 15:27:00,Wednesday,0,0,15,27
1,D2,KR MRT,2024-09-03 15:28:00,Wednesday,0,0,15,28
1,A2,S17,2024-09-03 15:28:00,Wednesday,0,0,15,28
1,A2,UHC,2024-09-03 15:28:00,Wednesday,0,0,15,28
1,A1,KR MRT,2024-09-03 15:28:00,Wednesday,0,0,15,28
1,D2,UTown,2024-09-03 15:28:00,Wednesday,0,0,15,28
1,D1,CLB,2024-09-03 15:29:00,Wednesday,0,0,15,29
1,D2,KR MRT,2024-09-03 15:29:00,Wednesday,0,0,15,29
1,A1,KR MRT,2024-09-03 15:30:00,Wednesday,0,1,15,30
1,D2,PGP Terminal,2024-09-03 15:30:00,Wednesday,0,1,15,30
1,D2,LT27,2024-09-03 15:30:00,Wednesday,0,1,15,30
1,D2,UTown,2024-09-03 15:30:00,Wednesday,0,1,15,30
1,A1,KR MRT,2024-09-03 15:31:00,Wednesday,0,1,15,31
1,D2,University Hall,2024-09-03 15:31:00,Wednesday,0,1,15,31
1,K,S17,2024-09-03 15:31:00,Wednesday,0,1,15,31
1,D2,S17,2024-09-03 15:31:00,Wednesday,0,1,15,31
1,D2,KR MRT,2024-09-03 15:32:00,Wednesday,0,1,15,32
1,A2,Opp NUSS,2024-09-03 15:32:00,Wednesday,0,1,15,32
1,A1,LT27,2024-09-03 15:32:00,Wednesday,0,1,15,32
1,A2,Opp KR MRT,2024-09-03 15:32:00,Wednesday,0,1,15,32
1,A1,BIZ2,2024-09-03 15:32:00,Wednesday,0,1,15,32
1,A1,PGP Terminal,2024-09-03 15:32:00,Wednesday,0,1,15,32
1,A1,KR MRT,2024-09-03 15:33:00,Wednesday,0,1,15,33
2,D2,KR MRT,2024-09-03 15:33:00,Wednesday,0,1,15,33
2,D2,KR MRT,2024-09-03 15:34:00,Wednesday,0,1,15,34
1,D1,Ventus,2024-09-03 15:34:00,Wednesday,0,1,15,34
1,D2,UTown,2024-09-03 15:34:00,Wednesday,0,1,15,34
1,A1,KR Bus Terminal,2024-09-03 15:34:00,Wednesday,0,1,15,34
1,BTC (Bukit Timah Campus),KR MRT,2024-09-03 15:34:00,Wednesday,0,1,15,34
1,A1,KR MRT,2024-09-03 15:34:00,Wednesday,0,1,15,34
1,A1,LT13,2024-09-03 15:35:00,Wednesday,0,1,15,35
